day,word,meaning
DAY 47,platitude,"평범함, 진부함; 진부한 이야기, 흔해빠진 말"
DAY 47,jocund,"명랑한, 쾌활한, 즐거운, 유쾌한"
DAY 47,smack,"① 맛, 풍미, 향기② 낌새, 기미③ 찰싹 때리기; 찰싹 때리는 소리 ① 맛이 나다; ~의 기미가 있다 ② 찰싹 때리다, 강타하다③ 입맛을 다시다"
DAY 47,influence,"① 영향, 효과, 결과; 영향력, 세력② 영향을 미치는 사람[것], 세력가, 유력자③ <전기> 유도, 감응① (사람의 행동·사고에) 영향을 주다[미치다]"
DAY 47,paranoid,편집[망상]성의; 편집증 환자의; 과대 망상적인① 편집증 환자
DAY 47,board,"① 널, 판자; 판지, 마분지② 위원회③ 식사④ 뱃전; 배 안; (기차·차 등의) 안① (탈것에) 올라타다② 하숙하다, 기숙하다; (~에서) 식사를 하다"
DAY 47,scoundrel,"악당, 깡패, 불한당"
DAY 47,excommunication,"파문, 파문 선고; 제명, 추방"
DAY 47,imperial,"① 제국의;  황제(皇帝)[황후]의② 지위 높은; 위엄 있는, 당당한"
DAY 47,penetrate,"① 꿰뚫다, 관통하다, 침입하다② (빛·목소리 따위가) ~을 통과하다, 지나가다③ (~에) 스며들다, 퍼지다; ~에 침투하다"
DAY 47,integral,"① 필수적인, 필요불가결한② 완전한, 완전체의"
DAY 47,diagnosis,"진단; 분석, 판단"
DAY 47,wraith,"(사람이 죽기 전후에 나타난다는) 생령(生靈), 망령, 유령"
DAY 47,underscore,"강조하다, 분명히 나타내다, 밑줄을 긋다"
DAY 47,laureate,"월계관을 쓴[받은]; 월계수로 만든; 영예로운① (훌륭한 업적을 쌓아) 명예를 얻은 사람, 월계관을 쓴 사람; 수상자② 계관 시인"
DAY 47,awkward,"서투른, 어색한"
DAY 47,diameter,"① 직경, 지름② (렌즈의) 배율"
DAY 47,produce,"① 산출하다, 생기게 하다, 낳다 ② 생산하다, 제작하다③  초래하다④ 연출하다, 상연[공연]하다① 농산물② 생산물, 제품"
DAY 47,recondite,"심오한, 난해한, 알기 어려운"
DAY 47,decomposition,분해; 해체; 부패
DAY 47,caress,"애무하다, 어루만지다① 애무, 애정 표시"
DAY 47,enthusiasm,"열광; 열정, 의욕, 열의"
DAY 47,mimic,"흉내 내다, 모방하다① 흉내쟁이, 흉내를 잘 내는 사람"
DAY 47,genus,"종류, 부류, 유(類); <생물> (분류상의) 속(屬)"
DAY 47,abort,① 유산[낙태]시키다; 유산하다② (계획 따위를) 중단[중지]시키다
DAY 47,tone,"① 어조, 말투; <비유> 논조② 음조, 음색③ 색조④ 기분; 기질, 성격; (장소·모임 등의) 분위기"
DAY 47,verbose,"말이 많은, 장황한"
DAY 47,solicit,"간청하다, 구하다, 졸라대다"
DAY 47,vis-à-vis,"얼굴을 마주 대하고, 마주보고 ① ~에 관하여; ~과 비교하여② ~과 마주보고, ~과 마주 대하여① 마주보고 있는 사람; 동등한 지위의 사람"
DAY 47,frustration,"좌절, 차질, 실패; 욕구 불만, 좌절감"
DAY 47,levy,"(세금 따위를) 징수하다, 부과하다; 징집하다① 징세, 부과, 할당; 징수액"
DAY 47,organ,"① (생물의) 기관(器官), 장기(臟器)② (정치적인) 기관"
DAY 47,falter,"① 비틀거리다② 말을 더듬다③ 주저하다, 머뭇거리다"
DAY 47,antagonist,"적대자, 적수, 경쟁 상대"
DAY 47,horrendous,"무서운, 끔찍한, 무시무시한"
DAY 47,portal,"(주로 pl.) 정문, 현관, 입구; (사물의) 발단, 시초"
DAY 47,embroider,"① 자수 놓다; 수놓다② (이야기 따위를) 꾸미다, 윤색하다"
DAY 47,contrast.,"① 대조, 대비, (현저한) 차이[between]② 대조적인 것 ① 대조하다, 대비시키다 ② 대조하여 뚜렷이 드러나게[두드러지게] 하다; 대조를 이루다[with]"
DAY 47,peevish,"성마른, 안달하는; 투정부리는, 언짢은"
DAY 47,bicker,"말다툼하다, 언쟁하다① 언쟁, 논쟁"
DAY 47,incident,"사건; 분쟁① (부수적으로) 일어나기 쉬운, 흔히 있는"
DAY 47,aviation,"① 비행, 항공; 비행[항공]술, 항공학② [집합적] 항공기; (특히) 군용기"
DAY 47,considerable,"① 상당한, 많은② 중요한, 무시할 수 없는, 주목할 만한"
DAY 47,molecule,"① 분자② 지극히 작은 것, 미량"
DAY 47,rotate,"① 회전하다[시키다]② 순환하다[시키다]; 교대하다[시키다], 교대 근무하다[시키다]"
DAY 47,tarry,"지체하다, 꾸물거리다"
DAY 48,obstinate,"완고한, 고집 센"
DAY 48,celebrity,"명성; 유명인사, 명사(名士)"
DAY 48,defuse,① (긴장·위험 등을) 진정[완화]시키다② 신관 제거하다
DAY 48,misery,비참함; 불행; 빈곤; 고통
DAY 48,rant,"폭언하다, 호통치다; 호언장담하다, 고함치다① 호언장담, 과장된 말"
DAY 48,perspicuous,"(표현이) 명료한, 명쾌한"
DAY 48,extinct,"① 멸종한, 사멸한② (제도·관직 등이) 폐지된③ 끊어진; (불이) 꺼진; (화산이) 활동을 그친"
DAY 48,tramp,① 쿵쿵거리며[무거운 발걸음으로] 걷다; 짓밟다② 터벅터벅 걷다③ 방랑하다; 도보 여행을 하다
DAY 48,devaluation,평가 절하; 가치[신분]의 저하
DAY 48,bane,"독(毒), 해악; 재해; 파멸(의 원인)"
DAY 48,acclaim,"갈채하다, 환호하여 맞이하다① 찬사, 호평"
DAY 48,hamlet,"작은 마을, 부락, 촌락"
DAY 48,constant,"① 변치 않는, 일정한② 끊임없는, 부단한① 불멸의 것; <수학·물리> 상수"
DAY 48,wrap,"① 싸다, 감싸다, 포장하다② 둘러싸다, 감다① 두르개, 덮개; 싸는 물건② (pl.) 구속, 억제; 비밀; 검열"
DAY 48,impediment,"① 방해, 장애(물)② 신체장애, (특히) 언어 장애"
DAY 48,version,"① ~판(版); 특정한 형(型), 변형, 각색, 별형② 설명, 의견, 견해"
DAY 48,patent,"(전매) 특허, 특허권; 특허품, 특허 물건① (전매) 특허의; 특허권을 가진② 명백한, 뚜렷한, 빤한"
DAY 48,align,"① 일렬로[나란히] 세우다, 정렬시키다② (정치적으로) 제휴시키다, 같은 태도를 취하게 하다"
DAY 48,craftsman,"장인(匠人); 공예가, 숙련공, 명장(名匠), 예술가"
DAY 48,lewd,"음란한, 외설적인"
DAY 48,disturb,"① 방해하다; 폐 끼치다② 불안하게 하다③ (행위·상태를) 저해하다, 막다 ④ 혼란시키다; 휘저어 놓다"
DAY 48,bid,"① 값을 부르다[제의하다], 입찰에 응하다②  애쓰다① 입찰, 매긴 값, 입찰의 기회[차례]②  노력, 시도"
DAY 48,sneer,"비웃다, 조롱하다[at]① 냉소; 비웃음, 경멸"
DAY 48,kinetic,"운동의, 운동에 의해 생기는; 동역학의"
DAY 48,complement,보충[보완]하다① 보충[보완]물
DAY 48,asylum,"① (정신박약자·고아·노인 등의) 보호 시설, 수용소; 정신병원② 피난, 망명, 보호③ 피난처, 피신처"
DAY 48,retail,"① 소매 ② ad. 소매의[로]① 소매하다; 소매되다②퍼뜨리다, 그대로 옮기다"
DAY 48,point-blank,"정면으로, 노골적으로, 딱 잘라서① 단도직입적인, 솔직한, 노골적인"
DAY 48,stature,"① (사람의) 키, 신장② 지명도, 위상"
DAY 48,halt,"멈추다, 멈춰서다, 정지하다; 중단시키다 ① 멈춤, 정지,  중단"
DAY 48,complication,"① 복잡; 복잡화② (사건의) 분규, 혼란, 말썽거리 ③<의학> 합병증"
DAY 48,supposedly,"추정상, 아마, 필경"
DAY 48,fallow,"경작하지 않은, 휴한(休閑) 중인; 미개간의"
DAY 48,recess,① 휴식; 휴회; (대학의) 휴가; (학교의) 휴식 시간② 은거지; 벽감; (pl.) 후미진[구석진] 곳; (마음) 속
DAY 48,proctor,"① 시험 감독관② 대리인, 사무 변호사① (시험을) 감독하다"
DAY 48,intensive,"① 강한, 격렬한; 집중적인, 철저한② (농업이나 경제가) 집약적인"
DAY 48,obsolescence,"(상품의) 노후화, 진부화, 구식화; (기관의) 쇠퇴, 퇴화"
DAY 48,understate,"(수·양·정도 등을) 적게 말하다, 삼가서 말하다; 줄잡아 말하다"
DAY 48,reign,"① 치세, 통치 기간② 통치, 지배; 통치권, 세력, 권세① 군림하다, 통치하다,  세력을 떨치다, 영향력을 행사하다"
DAY 48,gratuity,선물; 팁
DAY 48,plain,"① 명백한, 분명한; 평이한, 쉬운② 솔직한③ 평범한 ④ 검소한, 간소한, 수수한, 소박한① 평지, 평야, 광야"
DAY 48,inexplicable,"불가해한, 설명할 수 없는"
DAY 48,masquerade,"가면무도회; 거짓 꾸밈, 허구, 은폐① 위장하다, 변장하다"
DAY 48,reluctant,"꺼리는, 마음 내키지 않는, 마지못해 하는"
DAY 48,physiology,"생리학; 생리 기능, 생리 현상"
DAY 48,senile,"노인의, 노년의, 노쇠한; 노망한"
DAY 48,furor,"① 벅찬 감격, 열광② 분노, 격노③ 대소동, 난동"
DAY 48,entail,"① 일으키다, 남기다, 수반하다 ② ~을 필요로 하다; 들게 하다"
DAY 48,towering,"① 몹시 높은, 솟아 있는② 비범한, 출중한"
DAY 48,arsenic,<화학> 비소
DAY 49,sedentary,"(일·활동 등이) 주로 앉아서 하는, 몸을 많이 움직이지 않는 "
DAY 49,congregate,"모이다, 모으다① 모인, 집합한"
DAY 49,meteorology,"기상학, (한 지역의) 기상상태"
DAY 49,reflect,"①  반사하다, 되튀기다② 반영하다, 나타내다③ 숙고하다, 곰곰이 생각해보다"
DAY 49,illegitimate,"불법의, 위법의; 서출(庶出)의① 사생아, 서자"
DAY 49,dilute,"① 묽게 하다, 희석하다② (효과 등을) 약화시키다[희석시키다]"
DAY 49,unflinching,"움츠리지 않는, 굽히지 않는, 굴하지 않는"
DAY 49,eternity,"① 영원, 영겁② 내세, 저승"
DAY 49,succor,"(위급한 때의) 구조, 원조; 구조[원조]자① 구조하다, 원조하다"
DAY 49,corrosive,"부식하는, 부식성의; (말 따위가) 신랄한"
DAY 49,vanish,"사라지다, 없어지다, 자취를 감추다"
DAY 49,pejorative,"경멸적인 (뜻의), 비난하는 의미의"
DAY 49,sneak,"① 살금살금[몰래] 가다; 몰래 가져가다② 일러바치다, 고자질하다[on]① 고자질쟁이"
DAY 49,ontology,존재론
DAY 49,reputation,"① 평판, 세평② 명성, 신망, 호평"
DAY 49,eject,"① 몰아내다, 쫓아내다, 축출하다② 뿜어내다, 배출하다, 배설하다③  꺼내다"
DAY 49,neighborhood,"① 근처, 이웃, 인근② 지구, 지역③ [집합적] 이웃 사람들"
DAY 49,truculent,"① 반항적인, 공격적인, 잔인한② 신랄한, 통렬한"
DAY 49,companion,"동료, 상대, 친구, 동반자"
DAY 49,blush,"얼굴을 붉히다, (얼굴이) 빨개지다; 부끄러워하다① 얼굴을 붉힘, 홍조"
DAY 49,available,이용할 수 있는; 입수할 수 있는
DAY 49,polymath,"박식가, 박식한 사람"
DAY 49,stagnation,"침체, 정체; 부진; 불황, 불경기"
DAY 49,queasy,"① 욕지기나는, 메스꺼운, 구역질나는② 불안한"
DAY 49,hatch,"① 까다, 부화하다② (음모 따위를) 꾸미다, 꾀하다, 세우다"
DAY 49,confederation,"연합, 연맹, 동맹; 연방, 동맹국"
DAY 49,entice,"유혹하다, 유인하다, 꾀다"
DAY 49,gem,"① 보석, 보옥; 주옥(珠玉)② 귀중품; 보석과 같은 것[사람]"
DAY 49,landmark,"① 현저한[획기적인] 사건② 주요지형물, 랜드마크"
DAY 49,renounce,"① (권리 등을 정식으로) 포기하다, 단념하다② 부인하다; ~와의 관계를 끊다"
DAY 49,pack,"① 꾸러미, 보따리② 한 떼[무리]; 일당, 한 패①  싸다, 꾸리다, 포장하다"
DAY 49,malevolent,"악의 있는, 심술궂은"
DAY 49,puzzling,"당황하게 하는, 영문 모를, 어리둥절케 하는"
DAY 49,rack,"① 선반, 걸이 ② 고문대; 고문; 고통, 고민 ③ 파괴, 황폐① 고통을 주다, 괴롭히다; 고문하다② 착취하다"
DAY 49,fetus,"(포유동물, 특히 사람의 임신 3개월이 넘은) 태아(胎兒)"
DAY 49,blend,"① 섞다, 섞이다; 혼합하다② (색 등이) 한데 어우러지다, 조화하다[조화되다]"
DAY 49,intercourse,"① 성교(性交)② 교제, 교섭, 교류; 통상"
DAY 49,demolish,"파괴하다, (건물 따위를) 부수다, 폭파하다"
DAY 49,oblique,"① 비스듬한, 기울어진② (표현이) 완곡한, 에두른, 간접적인③ (도덕적으로) 그릇된, 나쁜, 바르지 못한, 부정한"
DAY 49,deception,"속임, 기만, 사기; 속임수"
DAY 49,leaven,"① 효모; 이스트② 서서히 변화[영향, 감화]를 주는 것; 기미, 기운 ① 발효시키다, 부풀리다② 서서히 변화 주다"
DAY 49,rookie,"① 신병; 풋내기, 초심자② (프로 스포츠의) 신인 선수"
DAY 49,appoint,"① 지명하다, 임명하다② (시간·장소 등을) 정하다, 지정하다"
DAY 49,toil,"수고, 노력, 힘이 드는 일① 힘써 일하다② 애써 나아가다"
DAY 49,fake,"① 위조의, 모조의, 가짜의② 위조품, 모조품① 위조하다, 날조하다, 조작하다② ~인 체하다, ~인 척하다, 가장하다"
DAY 49,incarcerate,투옥[감금]하다
DAY 49,basin,"물동이, 수반, 대야; 분지; (강의) 유역"
DAY 49,politic,"① 현명한, 신중한② 정책적인; 교활한"
DAY 49,section,"① 절단, 분할; 자른 면② (사회 등의) 단면, 대표적인 면③ 구분, 구획; 구역; 부문④ 지역, 지방"
DAY 49,clash,"① 충돌, 격돌② 충돌, 불일치; 부조화① (소리를 내며) 충돌하다② (의견·이해·시간 등이) 충돌하다; 저촉되다 "
DAY 50,immune,"① 면역의, 면역성이 있는; (과세 등으로부터) 면제된② 영향을 받지 않는[to]"
DAY 50,sparse,"드문드문한, (인구 따위가) 희박한; (숱이) 적은"
DAY 50,waive,① (권리·요구 등을) 포기하다② (문제 등을) 연기[보류]하다
DAY 50,distraction,"① 정신이 흐트러짐; 주의 산만② 기분전환, 오락"
DAY 50,peripatetic,"①걸어 돌아다니는, 순회하는② <철학> 소요(逍遙)학파의"
DAY 50,reckon,"① 세다, 계산하다② (~으로) 간주하다, 판단하다, 평가하다③ (~속에) 셈하다, 셈에 넣다"
DAY 50,mean,"① 비열한; 심술궂은 ② 보통의, 평균의③ 초라한① 중간, 중용; 평균② 의미하다; 의도하다"
DAY 50,perforate,"구멍을 내다, 관통하다"
DAY 50,redundant,"① 여분의, 과다한② (표현이) 장황한; 중복되는"
DAY 50,chatterbox,수다쟁이
DAY 50,ponder,"숙고하다, 깊이 생각하다"
DAY 50,uniform,"한결같은, 균일한, 획일적인① 제복, 유니폼"
DAY 50,eclogue,"(대화체의) 목가, 전원시, 목가시(牧歌詩)"
DAY 50,rotten,"① 썩은, 부패한; 더러운; 악취를 풍기는② (도덕적으로) 부패한, 타락한"
DAY 50,appall,"오싹[깜짝] 놀라게 하다, (간담을) 서늘케 하다"
DAY 50,scar,"① (화상·부스럼 등의) 상처 자국, 흉터② (마음·명성 등의) 상처"
DAY 50,naught,"① 제로, 영(零)② 무(無), 존재하지 않음, 무가치"
DAY 50,haggle,"(값을 깎으려고) 실랑이를 하다, 흥정을 하다; 논쟁하다"
DAY 50,agony,"극도의 고통, 괴로움"
DAY 50,booty,"① 노획물, 전리품; 약탈품② 상품, 상금"
DAY 50,discard,"(쓸데없는 것을) 버리다, 폐기하다"
DAY 50,graphic,"① (묘사 등이) 그려 놓은 듯한, 사실적인, 생생한② 그림[회화, 조각]의; 도표로 표시된"
DAY 50,convince,"납득[확신]시키다, 설득하다, ~에게 깨닫게 하다"
DAY 50,optician,"안경사, 안경점"
DAY 50,ardent,"열렬한, 열광적인"
DAY 50,enervate,기력[힘]을 빼앗다[약화시키다]
DAY 50,masterpiece,"걸작, 대표작, 명작"
DAY 50,vent,"(감정․분통 등을) 발산하다, 터뜨리다① 구멍② 배출구,(감정 따위의) 발로, 표출"
DAY 50,optional,"임의의, 선택의"
DAY 50,filter,"① 거르다, 여과하다; 여과하여 제거하다②  새다, 스며 나오다; (사실·정보 등이) 서서히 알려지다① 여과 장치"
DAY 50,concord,"(의견․태도 등의) 일치; (사물간의) 화합, 조화"
DAY 50,incubate,"① (알을) 품다, 부화하다② (세균 등을) 배양하다"
DAY 50,hieroglyph,"상형문자, 그림문자"
DAY 50,prop,"① 받치다; 기대 놓다 ② 지지하다, 보강하다 ① 지주, 버팀목, 버팀대② 지지자, 후원자, 의지가 되는 사람[것]"
DAY 50,trail,"① 자국, 발자국; 자취; 실마리 ② 오솔길, 시골길, 산길① 뒤를 밟다, 추적하다 ②  질질 끌다[끌리다], 끌고 가다"
DAY 50,commend,"① 칭찬하다② 추천하다, 권하다③ 맡기다, 위탁하다"
DAY 50,innumerable,"셀 수 없는, 무수한, 대단히 많은"
DAY 50,relax,"① (긴장·경직됨 등을) 늦추다; (마음의) 긴장을 풀다, 편하게 하다② (법·규칙 등을) 관대하게 하다, 경감[완화]하다"
DAY 50,libel,"(문서에 의한) 명예 훼손(죄), 비방하는 글; 모욕① 명예를 훼손하다, 비방하다"
DAY 50,shambles,"① 도살장② 유혈의 장, 아수라장; 어지러이 흩어진 모양, 혼란의 도가니 "
DAY 50,faculty,"① 능력, 재능② (대학의) 학부③ (학부의) 교수단; (대학·학교의) 교직원"
DAY 50,air,"① (의견을) 발표하다; 떠벌리다, 자랑해 보이다② 방송하다; 방송되다① 외견, 모양, 태도; (pl.) 젠체하는 태도"
DAY 50,paragon,"모범, 본보기, 전형, 귀감"
DAY 50,due,"①지불 기일이 된, 만기의 ② 도착 예정인; ~할 예정인 ③ 응당 받아야 할; 정당한, 적당한① 회비, 요금, 수수료; 세금"
DAY 50,temerity,"무모, 만용"
DAY 50,current,"① 지금의, 현재의 ② 현행의, 통용되는① 흐름; 해류; 조류② 경향, 추세, 풍조, 사조"
DAY 50,rapscallion,"악한, 무뢰한; 건달"
DAY 50,befit,"~에 적합하다, ~에 걸맞다, 어울리다"
DAY 50,stubby,"① 그루터기 같은; 그루터기가 많은② 짧고 굵은, 뭉툭한, 땅딸막한"
DAY 50,planet,"① 행성, 지구② 선각자, (지적) 지도자; (선구가 되는) 훌륭한[위대한] 것"
DAY 51,queer,"① 이상한, 기묘한; 야릇한, 색다른, 괴상한 ② 수상한, 의심스러운③ 동성애의"
DAY 51,extirpate,"근절시키다, 뿌리째 뽑다; 절멸시키다"
DAY 51,rustic,"① 시골의; 시골풍의, 전원생활의 ② 단순한, 소박[검소]한 ③ 조야한, 야비한, 시골뜨기; 농부; 투박한 사람"
DAY 51,soothe,"① 달래다, 위로하다; 진정시키다, 가라앉히다② (고통 따위를) 덜다, 완화하다, 누그러지게 하다"
DAY 51,palaver,"① 교섭, 상담② 장시간의 (쓸데없는) 토론; 잡담, 수다"
DAY 51,mute,"무언의, 벙어리의벙어리소리를 죽이다[약하게 하다]"
DAY 51,spout,"① 내뿜다, 분출하다; 뿜어져 나오다② 거침없이 말하다 ① 분출"
DAY 51,circumference,"원주, (구의) 둘레"
DAY 51,devote,"① (노력·시간·돈 등을 전적으로) 바치다② 일신을 바치다, 전념하다"
DAY 51,understudy,(어떤 배우의) 대역 연습을 하다; 대역을 하다대역 배우; 대역
DAY 51,allot,"할당하다, 분배하다"
DAY 51,topsy-turvy,"거꾸로; 역으로, 반대로; 뒤죽박죽; 혼란되어거꾸로 된, 뒤죽박죽의;  혼란한"
DAY 51,disdain,"경멸, 멸시경멸하다, 멸시하다"
DAY 51,latent,"잠재되어 있는, 숨어 있는"
DAY 51,compromise,"타협, 양보; 타협[절충]안① 타협하다② (신용·명성·평판 등을) 손상하다, 더럽히다"
DAY 51,intelligence,"① 지성; 이해력, 사고력, 지능② 정보, (특히 군사에 관한 기밀적인) 첩보; 첩보 기관"
DAY 51,wiseacre,"아는 체하는 사람, 현명한[유식한] 체하는 사람"
DAY 51,embody,"① 구체화하다, 유형화하다② 구체적으로 표현하다③  구현하다, 실현하다"
DAY 51,attachment,"① 애착, 애정② 부착; 부착[부속]물"
DAY 51,install,"① 설치하다, 가설하다, 설비하다② 취임시키다, 임명하다③ 자리를 잡게 하다, 정착시키다"
DAY 51,territory,"① (영해를 포함한) 영토, 영역② 땅; 지역, 지방③ (동물의) 세력권; (학문·행동 등의) 영역, 분야"
DAY 51,contrary,"반대의, ~에 반(反)하는, ~와 서로 용납하지 않는[to] (the ∼) (정)반대, 모순"
DAY 51,brew,① 양조하다② 끓이다[up]③ 꾸미다
DAY 51,plight,"곤경, 궁지, 역경"
DAY 51,onerous,"성가신, 귀찮은, 부담스러운"
DAY 51,craft,"① 기술, 기능② 교활함, 간사함정교하게 만들다, 공들여 만들다"
DAY 51,accommodation,"① 숙박[수용] 시설;  시설② 적응, 적합; 조절, 조정, 화해③ 편의; 대접"
DAY 51,genial,"① 친절한, 다정한② (날씨 등이) 온화한, 기분 좋은"
DAY 51,fare,"① (교통) 요금② 식사, 음식해나가다"
DAY 51,pointed,"뾰족한; 날카로운, 신랄한"
DAY 51,reptile,"① 파충류, 파충류의 동물(거북·도마뱀·뱀·악어 등) ② 비열한 인간① 기어다니는② 비열한, 경멸할"
DAY 51,banner,"① 기(旗), 국기, 군기② (주장․슬로건 등을 적은) 기치;  현수막일류의, 뛰어난, 최고의"
DAY 51,anonymous,"익명의, 작자 불명의"
DAY 51,regenerate,"갱생시키다, 새사람이 되게 하다; 재건하다; 재생시키다"
DAY 51,leprosy,"① <의학> 나병, 문둥병, 한센병② 도덕적 부패, 타락"
DAY 51,prosecute,"① 기소하다, 소추(訴追)하다② 추진하다; 해내다, 수행하다"
DAY 51,censor,"검열관검열하다, 검열하여 삭제하다"
DAY 51,mature,"①익은, 숙성한② 성인이 된, 성숙한③ 사려 깊은, 분별 있는④ 만기가 된① 익히다; 성숙시키다; 성숙하다② 만기가 되다"
DAY 51,indefatigable,"지칠 줄 모르는, 끈기 있는"
DAY 51,swing,"① 흔들리다, 흔들다② 휘두르다③  돌리다, 바꾸다 ① 흔들림, 진동; 그네; (의견·상황·기분 등의) 선회, 변화"
DAY 51,vice,"① 악덕, 악, 사악, 부도덕② (조직·제도·성격·문체 등의) 결함, 결점"
DAY 51,obverse,① (화폐·메달 등의) 표면② (사실 등의) 이면; (표리와 같이) 상대되는 것
DAY 51,resist,"① 저항하다② (화학작용·자연력 따위에) 견디다, 저항하다③ (유혹 따위를) 이겨내다, 물리치다; 참다, 억제하다"
DAY 51,polygraph,거짓말탐지기
DAY 51,humid,"습기 찬, 눅눅한, 축축한"
DAY 51,funeral,"① 장례식, 장례② 장례 행렬"
DAY 51,permissive,"많은 것을 허용하는, 관대한, 자유방임적인"
DAY 51,stuff,"물질, 재료, 물건, 것① ~에 채우다, 채워 넣다 ② 배불리 먹게 하다; 배불리 먹다"
DAY 51,rampart,"성벽, 방벽"
DAY 51,dwell,"① 살다, 거주하다② (마음속에) 존재하다, 남아 있다"
DAY 52,thrive,"① 번영하다, 번창하다② (동·식물이) 잘 자라다, 무성하다"
DAY 52,bitter,"①  쓴; 쓰라린, 고통스러운② (날씨 등이) 혹독한, 매서운, 살을 에는③ 냉소적인, 비꼬는; 신랄한, 독살스러운 ① 지독히, 몹시"
DAY 52,sear,"① 태우다, 그슬리다② (초목이) 시들다, 마르다; 시들게[마르게] 하다"
DAY 52,perk,임직원의 특전; (급료 이외의) 임시 수입
DAY 52,sole,"① 유일한, 단 하나의② 독점적인발바닥; (신발·양말의) 바닥, 밑창"
DAY 52,rebut,논박[반박]하다
DAY 52,profession,"① 직업(특히 학문적 소양을 필요로 하는 지적 직업)② 공언, 언명, 고백, 선언"
DAY 52,entrenched,"(권리·습관·생각 따위가) 확립된, 굳어버린"
DAY 52,incentive,"동기, 자극; 장려금자극적인, 격려적인"
DAY 52,meddle,"① 간섭하다, 쓸데없이 참견하다[in, with]② 만지작거리다, 주무르다"
DAY 52,surge,"① (재빨리) 밀려들다, 쇄도하다② (물가·수익 등이) 급등[급증]하다① 급증, 급등② (감정·군중 등의) 격동, 쇄도③ 큰 파도"
DAY 52,rendezvous,"① 만날 약속; (약속에 의한) 만남, 회합② 만나는 장소, 회합장소 ③ 궤도 회합, 랑데부(약속 장소에서) ① 만나다; 집합하다[시키다]"
DAY 52,winsome,"마음을 끄는, 매력[애교] 있는"
DAY 52,discern,"① 분별하다, 식별하다② 인식하다, 깨닫다; 발견하다"
DAY 52,conifer,침엽수
DAY 52,bloom,"①꽃 ② 꽃의 만발; 개화기; 전성기① 꽃이 피다, 개화하다; 꽃이 피게 하다② 번영하다"
DAY 52,peasant,"① 농부, 소작농, 농군② 시골뜨기"
DAY 52,regress,"퇴행, 퇴보되돌아가다; 역행하다; 퇴보하다"
DAY 52,polarize,"① (당파 등으로) 양극화하다, 분열하다, 대립하다② 극성을 주다"
DAY 52,harrowing,"고뇌를 주는, 비참한, 괴로운"
DAY 52,intoxicate,"① (술·마약 등에) 취하게 하다② 흥분시키다, 열중[도취]시키다③ <병리> 중독시키다"
DAY 52,glue,"아교; 접착제, 풀① 아교[접착제]로 붙이다; 고착[접착]시키다② 주의를 집중하다[to]"
DAY 52,coax,"감언으로 구슬리다[설득하다], 달래다"
DAY 52,hallmark,"① (전형적인) 특징, 특질② 품질증명; (귀금속의) 품질 보증 마크"
DAY 52,award,"(심사·판정하여) 수여하다, (상을) 주다상(賞), 수상(授賞); 상품, 상금"
DAY 52,venomous,"① 독이 있는② 악의에 찬, 원한을 품은"
DAY 52,loyalty,"① 성실, 충실② 충절, 충성심, 애국심"
DAY 52,framework,"① (건물 등의) 뼈대, 골조② (판단․결정 등을 위한) 틀③ 체제, 체계"
DAY 52,advent,"출현, 도래"
DAY 52,pliable,"① 휘기 쉬운; 유순한② 순응적인, 고분고분한"
DAY 52,represent,"① 묘사하다; 말로 설명하다, 표현하다② 나타내다, 상징하다, 의미하다③ 대표하다, 대변하다"
DAY 52,yeast,"이스트, 누룩, 효모(균)발효하다"
DAY 52,facile,"손쉬운, 용이한"
DAY 52,vortex,"① 소용돌이, 회오리바람② (전쟁·논쟁 등의) 소용돌이"
DAY 52,consent,"동의하다, 찬성하다, 승인하다, 허가하다[to]동의, 승낙; (의견·감정의) 일치"
DAY 52,osmosis,"삼투 (현상); 배어듦, 침투"
DAY 52,ultimate,"① 궁극[최종]적인, 최후의② 근본적인, 본원적인"
DAY 52,cough,"기침, 헛기침기침하다, 헛기침하다"
DAY 52,dilemma,"딜레마, 진퇴양난, 궁지"
DAY 52,aloft,"위로, 높이"
DAY 52,emancipate,"해방하다, 자유롭게 하다"
DAY 52,beacon,"횃불, 봉화; 봉화대[탑]; 등대; 신호소"
DAY 52,independent,"(국가가) 독립한; 자주적인, 독자적인"
DAY 52,marrow,"골수, 뼈골; 정수, 힘, 활력"
DAY 52,pardon,"① 용서, 허용, 관대② 특사, 은사); 교황의 대사; 면죄부 ① (죄를) 면제[경감]하다; (죄·사람 등을) 사면하다② 용서하다"
DAY 52,transfigure,"① (더 아름답게) 외형을 바꾸다, 변모시키다② 미화하다, 이상화하다"
DAY 52,compulsory,"강제적인, 의무적인, 필수의"
DAY 52,retention,"① 보유, 보존; 보류; 유지② 보유력; 기억력"
DAY 52,scanty,"부족한, 얼마 안 되는, 불충분한"
DAY 52,dent,"① 움푹 들어가게 하다② 훼손하다, 손상하다 ①움푹 들어간[찌그러진] 곳"
DAY 53,fatal,치명적인
DAY 53,enclose,"① 둘러싸다, 에워싸다② (편지 따위에) 동봉하다, 봉해 넣다"
DAY 53,speck,"① 작은 반점, 얼룩, 오점② 작은 알갱이[조각]"
DAY 53,pang,"① (갑자기 일어나는) 격통, 고통② 고민, 번민, 상심"
DAY 53,inferior,"①  하위의② 떨어지는, 열등한, 조악한손아랫사람, 하급자"
DAY 53,rectify,"개정[수정]하다; (악습 등을) 교정하다, 고치다"
